Medicine Name,Company Name,Product Code,Purchase Price,Sale Price,Store Stock,Warehouse Stock,Category,Minimum Alert Level
"25 For Vomiting","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"26  For Paralysis Paraesthesia","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"27 Fever Typhoid & Malaria","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"28 Round , Tape & Hook Worms","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"29 Toothache & Gingivitis","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"30 For Weakness Of Eyes","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"31 Drops For Giotre","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"32 For Warts","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"33 For Stomatitis","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"34 Falling Hair","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"35 Spondylosis","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"36 Vaginitis & Vvlvovagnitis","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"37 Dysentery","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"38 Appendicitis","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"39 For Females","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"40 DRops For Itching","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"41 For Itching","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"42 For Peptic Ulcer","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"43 For Tumors","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"44 Drops For Hepatitis B & C","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"45 For Urine Problem","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"46 Drops For Marasmus","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"47 For Tonsils","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"48 For Hernia","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"49 For Sunstrok","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"50 Arthrities & Excessive Uric Acid","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"51 For Male","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","6"
"B-10 Pareira Brava Compound","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"B-30 Rauwolfia Compound","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"B-40 Ginseng Compound","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Passilex Drops","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Gastomex Drops","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Kolobion Colic Drops","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Sharbat Faulad  240ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Qalbiron SYP  240ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"A Fin Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Passilex Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Fucus Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Livo Fit Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Mensolex Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Moschus Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","5"
"B-Prol Tab 20 Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Arthirex Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Asthalex Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Bryta--Tons Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","5"
"Diabion Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Tonsi-B Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Bio Lax No 21 Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Wetfin Tab 60 Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Arthorol Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","5"
"Damialex Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Damialex Plus Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","5"
"SG Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"B-Flox Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Ginko Lex Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Alfalfa Tonic 120ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Alfalfa Tonic 60ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","5"
"Ashoka SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Chamomilla ( Baby Care ) SYP 120ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Chamomilla ( Baby Care ) SYP 60ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Lecethinum SYP 120ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Cratelex 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Colic 60ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Droselex SYP 120ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Droselex SYP 60ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Gastomex SYP 120ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Chiliton 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Fevolex 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Worm Lex 60ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","20"
"Capsi Plus SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Calcilex 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Antalex 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Pipra Mint 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Sharbat-e-Faulad 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Discorea 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Ener-Vita 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Sulforex 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Bryon 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Fevo Tox 60ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","20"
"Aventa-Vit 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Sharbat-e-Sader 120ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Bposti ( Vital Tonic ) 120ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","15"
"Five Phoses Calcium SYP 120ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Acid Phos Complx 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Alermin Allergic SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Alfalfa Active Tonic 120ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Alfalfa Junior 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Alfalfa S/Free 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Alfalfa + Crategus SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Arthrocyn 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Asoka Cardial 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Asthabion 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","15"
"Avena + Ginseng 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Baba Glon 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Bargal B-V Feltauri 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"BR-Aletrican Cordial 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Broliv 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Brolysis 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Brook Lax 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"BroTux Cough 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","20"
"BroTux Honey 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","15"
"BroTux S/Free 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","15"
"BroWorm 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Bryonia Liniment 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Calci Win 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Capci Plex 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Coldi Off 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Colic 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Cravin 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Damia Vit 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Diar Nil 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Digestiv S/Free 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"SYP","10"
"Digestiv 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","10"
"Epilym HYS 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","10"
"B-20 Chinonthus Compound With Chelidonium","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","5"
"DYSIT (Dry Syrup)","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"F-BEX (Dry Syrup)","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Erecto Fill","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","50"
"Joint Flex Cap","Ashraf Laboratories","AK",0,0,0,0,"Homeopathic Drops","100"
"Pain Guard Cap","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","100"
"Ceanothus Q (WShah)","W.S. Laboratories","WShah",0,0,0,0,"Homeopathic Drops","5"
"Bronncal Cough SYP","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","15"
"R5 Gestreu Drops","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","15"
"Dilan Drops","Kamal Laboratories","KAMAL",0,0,0,0,"Homeopathic Drops","20"
"Colic 60ml","HFP Pvt Ltd","HFP",0,0,0,0,"Homeopathic Drops","20"
"17 Causticum 20ml","HFP Pvt Ltd","HFP",0,0,0,0,"Homeopathic Drops","12"
"Kali Bich 30","W.S. Laboratories","WShah",0,0,0,0,"Homeopathic Drops","5"
"Berbaris Aqi Q","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Tonsitin","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"233 Cough Spasmodic","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","3"
"Athlatex Cap","Eagle Homoeo","Eagle",0,0,0,0,"Homeopathic Drops","5"
"Dia Tac Cap","Eagle Homoeo","Eagle",0,0,0,0,"Homeopathic Drops","5"
"Suchi Booti","ZAM ZAM Homoeo Pharma","ZAM ZAM",0,0,0,0,"Homeopathic Drops","5"
"Syzigeum Compse Drops","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Acne Cure Cream","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","50"
"N.Gasik 100 Tab","NazZ Pharma","NazZ",0,0,0,0,"Homeopathic Drops","10"
"Damiana Plant Drops","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Warts Remover","MeDi Pharma","MeDi",0,0,0,0,"Homeopathic Drops","10"
"Elolex Tab Strip","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","50"
"Acno Pimp Cream 20 gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Bergal BV-Feltauri SYP 120ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"BioCom No 21 30gms Tab","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Braston Cream 50gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","3"
"Calendula Cream 20gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Canthris Burns Cream 20 gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"F-F Cure 30ml Drops","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Fevnol Drops 30ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","3"
"Gen-Ron Royal Jelly + Ginseng 300ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","3"
"Ginkon 240ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Hua Hua Tonic 250ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Iro Lecin Heavy Malt 300ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Kidnol 240ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Sciatiran 30ml Drops","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Spondi -- L 30ml Drops","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Acne Pimp Soap 100gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Calendula 100 gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"D-- Paste 70 gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Magic Hair Oil 150ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Neem Cream 100 gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"O - Love ( Olive Oil Soap ) 100gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Alfalfa - AXT Tonic 120ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Astich Itch Cure Lotion 100ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Baby Chamomila Drops 15ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Baby Colic Relief 15ml Drops","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Baby Fevokidi 15ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","10"
"Baby Flu 15ml Drops","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Boric Calendula Karcks Oil 100ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","5"
"Brolysis Lotion 100ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","5"
"Bro Sulf Anti Itch Lotion 100ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","5"
"BroTux Cough 60ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"BroWorm 60ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Bryonia Liniment 60ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Calendula Ointment 20gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","25"
"Capsicum Complex 60ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Dental Toothhach LTN 15ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Diarkidi Drops 15ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Echinatia Cream 20gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","10"
"Eczon Cream 20gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Euphrasia Eye Drop 15ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Fevnol 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Graphites Ointment 50mgs","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","10"
"Haemorrhoids Ointment 20mgs","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","50"
"Itch Cure Cream 20mgs","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Mouth Care 15ml  LTN","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Mullen Ear Drops 15ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Ora Care Gel 10mgs","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Sulfer Cream 20mgs","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Tetreen Cream 20gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Teucreum Nasal Drops 15ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Thuja Cream 20gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Ulcefor 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Urac 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Urican 120ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Rheu Max RED Ointment 20gms","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Brain Tonic 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","24"
"Jaborandi 120ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","15"
"Alfalfa - AXT Tonic 240ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","24"
"Asoka Cardial 250ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Hemor-Nill 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"IVY Fit 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Kidnol 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","24"
"Leconol 30Cap","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Leconol 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Leuco Coures","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","3"
"LeXit 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"SootheX Thand Keena 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Spevol 30Cap","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Teucol 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Tonsi Care 120ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","24"
"Tonsi Care 60ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Urican 30Cap","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Vomin 60ml SYP","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Mayariods 30Cap","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"1 Infamel 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"3 ovaleuk 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"4 Yerbarstihm 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"5 Diabrom 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"7 Aqufair 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"8 Baptiopyretics 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"9 Hypecaro 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"10 Hypocard 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"11 Diasenti 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"12 Dermasor 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"14 Menstiops 30 ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"16 Brodil 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"17 Noctiuplan 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"18 Prostaier 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"19 Inferinosa 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"20 Rinocin 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"22 Deprison 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"23 Migroccyl 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"24 Breastiophil 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"Alfalfa Gold Tonic 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"Aller Nill 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","10"
"Asoka 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","10"
"Avena Plus 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"B Coviti 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","10"
"B-Nol 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"Bio-KF 120ml","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","12"
"Bio-KF 60ml","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","12"
"Chillno 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"Cholesati 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"Coli Mix Honey 120ml Syp","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"Cufik-Sfree 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"Damiana 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","12"
"Dia Card 120ml SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"Diocardia Gold 30ml Drops","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"Dyro 120ML SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"Dyro 60ML SYP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","6"
"Eilee 20Tab","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
