Medicine Name,Company Name,Product Code,Purchase Price,Sale Price,Store Stock,Warehouse Stock,Category,Minimum Alert Level
"Oleum Jec Course","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","5"
"ARQ-E-SOYA 150ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","5"
"Acalypha Ind Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Acid Tart Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Adonis Ver Q (D) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Aegle Folia Q (A) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Aesculus Glab Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Aesculus Hipp Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Aletris Fer Q (G) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Alfalfa Q (A) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","15"
"Alsine Media Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Aloes Soco Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Anacardium Ori (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Apis Milli Q (G) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Aralia Race Q (E) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Arnica Mont Q (E) 30ml( BM )","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Ashwagandha Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Ashwagandha Q (B) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Avena Sativa Q (A) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","30"
"Azadirachta Ind Q (A) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Belladonna Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Bellis Per Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Berberis Aqi Q (D) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Blatta Ori Q (E) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Borax Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Bufo Rana Q (E) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Caladium Seg Q (E) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Rutamens 20Tabs","Eagle Homoeo","Eagle",0,0,0,0,"Homeopathic Drops","5"
"Cauliphyllum Q (D) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Causticum Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Cedron Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Chamomilla Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Chelidonium Maj Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","15"
"Chelone Glab Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Chenopodim Q (A) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"China Off Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Chionanthus Virg Q (F) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Chionanthus Virg Q (F) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Cicuta Virosa Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Cina Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Cocculus Ind Q (A) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Coffea Cruda Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Colchicum Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Colocynthis Q (A) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Condurango Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Conium Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Croton Tig Q (F) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Damiana Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","15"
"Dhamasa Q (A) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Dhamasa Q (A) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Dioscorea Vill Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Eupatorium Perf Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Eupatorium Purp Q (E) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Eupatorium Purp Q (E) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Fabiana Imb Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Fel Tauri Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Fucus Vers Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Fucus Vers Q (C) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Galium Apar Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Gambogia Q (G) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Ginkgo Biloba Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Grindellia Rob Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Grindellia Rob Q (D) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Guaiacum Off Q (G) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Gymnema Syl Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Gymnema Syl Q (B) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Hamamelis Virg Q (D) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Halianthus Annus Q (A) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Helonias Dio Q (G) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"HumuluS Lup Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Hyderngea Arb Q (D)  (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Hydrocotyle Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","3"
"Ignatia Amara Q (G) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Ipecac Q (SPL) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Iris Vers Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Jalapa Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Juniperus Communis Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Juniperus Communis Q (C) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Juniperus Virg Q (E) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Juniperus Virg Q (E) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Kali Phos Q (A) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Kali Phos Q (A) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Lathyrus Sat Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Ledum Pal Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Lemna Minor Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Lobelia Inf Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Lycopodium Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","4"
"Mentha Pip Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Myrica Car (E) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","3"
"Myristica Seb Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","4"
"Nupher Lut Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","4"
"Nux Vomica Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Nux Vomica Q (B) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Ocimum Can (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Oenanthe Croc Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Oleum Jec Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","4"
"Onosmodium Virg Q (E) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Origanum Maj Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Ornithogalum Q (SPL)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Ornithogalum Q (SPL) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Paeonia Off Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Pareira Brava Q (D) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Passiflora Inc Q (C) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Petroleum Q (A) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Phosphorus Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Physostigma Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Phytolacca Berry Q (D) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Pinus Lamb Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Pinus Lamb Q (C) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Podophllum Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Raphanus Sat Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","4"
"Ratanhia Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Mek Canthris Cream","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","5"
"Rhus Glab Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Ricinus Com (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Robinia Pseudo Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","4"
"Rubia Tinctorum Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Rumax Crisp Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","3"
"Sabal Serr Q (D) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","10"
"Salix Nigra Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Sambucus Nigra Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Sanguinaria Can Q (G) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Sarsaparilla Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","10"
"Scrophularia Nod Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","3"
"Scutellaria Lat Q (E) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Sedum Acre Q (E) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Senega Off Q (G) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Sinapis Nigra Q (A) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Spongia Tosta Q (G) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","4"
"Staphysageria Q (G) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Stigmata May Q (A) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","3"
"Sulfer Q (A) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Symphoricarpus Race Q (C) (","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Symphytum Off Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Syzygium Jambol Q (A) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","20"
"Teucrium M.V Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Thea Chin Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Thlaspi Bursa Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Thlaspi Bursa Q (C) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Thuja Occ Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","10"
"Thymolum Q (B) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Urtica Urens Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","10"
"Viburnum Opp Q (C) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","10"
"Xanthoxylum Frax Q (E) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Yerba Santa Q (D) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Yohimbinum Q (C) (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Zingiber Q (B) 30ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Leuco Mek 30 Tab","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","10"
"Canthris Q (E) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"China Off Q (C) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Moringa Oleifera Q (C) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Bre","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"Ipecacuanha 30 (30ml)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Hydrocotyle Q (REK)","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","5"
"Cough Ton SYP 120ml","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","20"
"TiTanium Met 30 (MOSED)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Neem Soap","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","5"
"Calendula Off Q (C) 500ml (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","15"
"Cimicifuga Recemosa 30(MSOD)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Ruta 30 (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Lycopodium 30 (MEK)","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","5"
"Whitening Soap","Herit Pharma","Herit",0,0,0,0,"Soap","6"
"HFP MIX Numbers","HFP Pvt Ltd","HFP",0,0,0,0,"Homeopathic Drops","1000"
"Taskeen-E-Dard","Al S Pharma","Al S",0,0,0,0,"Homeopathic Drops","20"
"Super Jari Cap","SK Pharma","SK",0,0,0,0,"Cap","10"
"Fresh Blood 250ml SYP","SK Pharma","SK",0,0,0,0,"Homeopathic Drops","10"
"Essentia Aurea 20ml Gold Drops","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"49 For the Treatment of Eczema And Psoriasis","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","15"
"Angipax Tab","Lehning Laboratories","Lehning",0,0,0,0,"Homeopathic Drops","5"
"HR No 39","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Brain tonic 30ml","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Gelsemium 30","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Cuff Tux 100 TAb","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"CarboZyme 100 Tab","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"General Tonic 240ml","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"GinkgoPath Tonic 240ml","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"Cuff Tux 20 TAb","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"CarboZyme 20 Tab","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"AmbramoS Drops 30ml Drops","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"Vita-Seng 20Tab","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"Asthomin 120mlSYP","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"Cepa Bex 120ml SYP","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"Vominol 120ml SYP","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"BellageN 120ml (S.F) SYP","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"LooZen 120ml SYP","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"LooZen 100 Tab","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"Pepto Bex Elaichi Flavour 120ml SYP","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"Pepto Bex Strawberry Flavour 120ml SYP","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","6"
"1, ( TEUCRIUM DROPS )","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"10, (CHAMAPILLA DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"11, (PHYTOLACCA BERRY)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"12, (BARYTA CARB DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"13, (SYZYGIUM DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"14, (GOSSYPIUM DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"15, (ECHINACEA DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"16, (DAMIANA DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"17, (SELENIUM DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"18, (GINSENG DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"19, (CAUSTICUM DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"20, (CHELIDONIUM DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"21, (MERC-SOL DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"22, (BERBARIS VULG DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"23, (CLEMATIS DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"24, (USENA BARBITA DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"25, (VERATUM ALBUM)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"3, (GlONINUM DROPS )","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"4, (ADONIS VERS DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"5, (BLATTA ORI DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"7, (RATHANIA DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"8, (PASSIFLORA DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"9, (GINKO BILOBA DROPS)","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"BellagasiC 20TAb","Farhan Homoeo","Farhan",0,0,0,0,"Homeopathic Drops","5"
"Rauwolfia Q (C) (MOSD)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Kalmia 60Tab","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Canthris 200 (MASOD)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"256","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Baby Tonic 120ml","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","12"
"Sehat Mande Cap","Al S Pharma","Al S",0,0,0,0,"Homeopathic Drops","12"
"Joint Power Tab","Al S Pharma","Al S",0,0,0,0,"Homeopathic Drops","20"
"Chelidonium 30 (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Berberis Vulg 30 (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Phosphorus 30 (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Bio # 7 (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Hypricum 200 (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Symphytum 200 (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Tazgi Cap","Al S Pharma","Al S",0,0,0,0,"Homeopathic Drops","5"
"R 1 Inflamation Drops","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","10"
"Ammonium Carb 30 30ml (MSOD)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Lycopodium 30 30ml (MSOD)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Khonsafi 120ml SYP","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","10"
"Super ka Bill","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","5"
"Mag Phos 1M (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Rhus Tox 1M (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Colchicum 200 (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","5"
"Damiana Tolidi 30ml Drops","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","10"
"Kill Stone 30ml Drops","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","20"
"Dil San 30ml Drops","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","10"
"ColireX Baby Colic 60ml SYP","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","15"
"LivocoN 20Tab","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","10"
"Pyloron 20Tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Ginko Biloba 240ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"GINSENG 240ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"FemileX 240ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"52 For Skin Problume","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","10"
"Willow Salicin 30 Tabs","NP Laboratories","NP",0,0,0,0,"Homeopathic Drops","20"
"Chaledonium 30 (MASOD)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Fel Turi 30 (MASOD)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"ZeeshaN 120ml SYP","M.A Pharma","M.A",0,0,0,0,"Homeopathic Drops","50"
"Kurchi Q (B) (MASOD)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Alfalfa Tonic 120ml kent","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","5"
"Rhuma Gn Cap","Ashraf Laboratories","AK",0,0,0,0,"Homeopathic Drops","10"
"Sharbat-E-Faulad 120ml SYP BHP","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","5"
"LoZoGen 20 Tab","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"TAb","5"
"Graphites 1M (W/Shah)","W.S. Laboratories","WShah",0,0,0,0,"Homeopathic Drops","2"
