"ID","Date","Voucher No","Type","Account Name","Term","Term/Ac","Bilty","Transport","SaleMan","Net Amount","Cash Received"
"6","1/12/2024 12:00:00 AM","P-1","Purchase","BM Pvt LTD","Credit","","0","None","Taj ud din","85136",""
"7","1/1/2024 12:00:00 AM","P-2","Purchase","MEKTUM Pvt Ltd","Credit","","9860","Super Mama Goods","Muhammad Danish","410250",""
"8","1/18/2024 12:00:00 AM","P-3","Purchase","BM Pvt LTD","Credit","","","","Taj ud din","69604",""
"9","1/29/2024 12:00:00 AM","P-4","Purchase","BLOSSOM ","Credit","","5071","Aktar & Brothers","Dr Asif Ali","148000",""
"10","2/1/2024 12:00:00 AM","S-1","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","714","0"
"11","2/4/2024 12:00:00 AM","S-2","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","4150","4150"
"12","2/4/2024 12:00:00 AM","P-5","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","300",""
"13","2/4/2024 12:00:00 AM","S-3","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","90","0"
"14","2/4/2024 12:00:00 AM","P-6","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Alladin","1340",""
"15","1/25/2024 12:00:00 AM","P-7","Purchase","HFP Private Limited","Credit","","0","0","Hamza","325001",""
"16","1/23/2024 12:00:00 AM","P-8","Purchase","HFP Private Limited","Credit","","","","Hamza","51832",""
"17","2/4/2024 12:00:00 AM","S-4","Invoice","Hassan Homeopathic Store","Credit","","0","Azeem ","Hamza","1680","0"
"18","2/6/2024 12:00:00 AM","S-5","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","5739","5740"
"19","2/5/2024 12:00:00 AM","P-9","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","1171",""
"20","2/6/2024 12:00:00 AM","S-6","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1850","1850"
"21","2/6/2024 12:00:00 AM","S-7","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","130","130"
"22","2/6/2024 12:00:00 AM","S-8","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1050","1050"
"23","2/6/2024 12:00:00 AM","P-10","Purchase","Sindh Homeopathic Store","Credit","","0","None","Hamza","850",""
"24","2/6/2024 12:00:00 AM","S-9","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"25","2/7/2024 12:00:00 AM","S-10","Invoice","Ali Danish Homoeopathic Store","Credit","","0","None","Hamza","360","0"
"26","2/7/2024 12:00:00 AM","P-11","Purchase","Paul Brooks Homoeo Lab","Credit","","7127+7128+7129","Super Mama Goods","Mr.Umair Shaikh","132012",""
"27","2/7/2024 12:00:00 AM","S-11","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","Ali Raza By Hand","Hamza","700","0"
"28","2/7/2024 12:00:00 AM","S-12","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"29","2/10/2024 12:00:00 AM","S-13","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","750","750"
"30","2/10/2024 12:00:00 AM","P-12","Purchase","B.H.P Laboratory (PVT) LTD ","Credit","","0","TCS","Vacant HYD","70120",""
"31","2/10/2024 12:00:00 AM","S-14","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","102","0"
"32","2/10/2024 12:00:00 AM","S-15","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","Abass","Hamza","964","0"
"33","2/10/2024 12:00:00 AM","S-16","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","2678","0"
"34","2/11/2020 12:00:00 AM","S-17","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","900","900"
"35","2/11/2024 12:00:00 AM","S-18","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","650","650"
"36","2/11/2024 12:00:00 AM","P-13","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","959",""
"38","2/11/2024 12:00:00 AM","S-19","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"39","2/11/2024 12:00:00 AM","P-15","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","182",""
"40","2/11/2024 12:00:00 AM","S-20","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"41","2/11/2024 12:00:00 AM","S-21","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","1199","0"
"42","2/11/2024 12:00:00 AM","P-16","Purchase","BLOSSOM ","Credit","","7046","New Pak Azad Goods","Dr Asif Ali","21634",""
"43","2/11/2024 12:00:00 AM","P-17","Purchase","BLOSSOM ","Credit","","7133","New Pak Azad Goods","Dr Asif Ali","13301",""
"44","2/12/2024 12:00:00 AM","S-22","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","100","100"
"45","2/12/2024 12:00:00 AM","S-23","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","675","0"
"46","2/12/2024 12:00:00 AM","S-24","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","120","120"
"47","2/12/2024 12:00:00 AM","S-25","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","70","70"
"48","2/13/2024 12:00:00 AM","S-26","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","446","0"
"49","2/13/2024 12:00:00 AM","S-27","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","900","900"
"50","2/13/2024 12:00:00 AM","S-28","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"51","2/13/2024 12:00:00 AM","P-18","Purchase","ZAM ZAM Homoeo Pharma","Credit","","0","0","Hamza","57900",""
"52","2/13/2024 12:00:00 AM","S-29","Invoice","Counter","Cash","Cash In Hand","0","0","Hamza","836","840"
"53","2/13/2024 12:00:00 AM","P-19","Purchase","Sufi Homeopathic Store","Credit","","0","None","Hamza","272",""
"54","2/13/2024 12:00:00 AM","S-30","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","102","0"
"55","2/13/2024 12:00:00 AM","S-31","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","509","0"
"56","2/13/2024 12:00:00 AM","S-32","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","900","5000"
"57","2/13/2024 12:00:00 AM","P-20","Purchase","Rafay Homeopathic Store","Credit","","0","None","Hamza","71",""
"58","2/13/2024 12:00:00 AM","S-33","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"59","2/14/2024 12:00:00 AM","P-21","Purchase","MEKTUM Pvt Ltd","Credit","","6957","Super Mama Goods","Hamza","195341",""
"60","2/14/2024 12:00:00 AM","S-34","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","Kashif Luppak","Hamza","210","0"
"61","2/14/2024 12:00:00 AM","S-35","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1400","1400"
"62","2/14/2024 12:00:00 AM","S-36","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","190","190"
"63","2/14/2024 12:00:00 AM","P-22","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","434",""
"64","2/14/2024 12:00:00 AM","P-23","Purchase","Sufi Homeopathic Store","Credit","","0","None","Hamza","135",""
"65","2/14/2024 12:00:00 AM","P-24","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","200",""
"66","2/14/2024 12:00:00 AM","S-37","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","370","370"
"67","2/14/2024 12:00:00 AM","S-38","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","Cash In Hand","0","None","Hamza","105","0"
"68","2/14/2024 12:00:00 AM","S-39","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","Faysal M ","Hamza","105","0"
"69","2/14/2024 12:00:00 AM","S-40","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","Kashif Luppak","Hamza","750","0"
"70","2/14/2024 12:00:00 AM","P-25","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","GuluU","Hamza","105",""
"72","2/14/2024 12:00:00 AM","S-41","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","300"
"73","2/14/2024 12:00:00 AM","S-42","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","125","0"
"74","2/14/2024 12:00:00 AM","S-43","Invoice","Counter","Cash","Cash In Hand","0","Alladin","Hamza","180","0"
"75","2/14/2024 12:00:00 AM","S-44","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","187","0"
"76","2/14/2024 12:00:00 AM","S-45","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","120","120"
"77","2/14/2024 12:00:00 AM","S-46","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","100","100"
"78","2/15/2024 12:00:00 AM","S-47","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","120","120"
"79","2/15/2024 12:00:00 AM","S-48","Invoice","Counter","Cash","Cash In Hand","0","0","Hamza","300","300"
"80","2/15/2024 12:00:00 AM","P-27","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","200",""
"81","2/15/2024 12:00:00 AM","S-49","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","100","100"
"82","2/14/2024 12:00:00 AM","P-28","Purchase","Counter","Cash","Cash In Hand","0","None","Hamza","310",""
"83","2/15/2024 12:00:00 AM","S-50","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","Cash In Hand","0","Abass","Hamza","900","0"
"84","2/15/2024 12:00:00 AM","S-51","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","120","120"
"85","2/15/2024 12:00:00 AM","S-52","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","Kashif Luppak","Hamza","3718","0"
"86","2/15/2024 12:00:00 AM","S-53","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","110","0"
"88","2/15/2024 12:00:00 AM","P-29","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","220",""
"89","2/15/2024 12:00:00 AM","S-54","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"90","2/15/2024 12:00:00 AM","P-30","Purchase","Rafay Homeopathic Store","Credit","","0","None","Hamza","117",""
"91","2/15/2024 12:00:00 AM","S-55","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","350","350"
"92","2/15/2024 12:00:00 AM","S-56","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","117","0"
"93","2/17/2024 12:00:00 AM","S-57","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","672","672"
"94","2/17/2024 12:00:00 AM","S-58","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","400"
"95","2/17/2024 12:00:00 AM","P-31","Purchase","Sufi Homeopathic Store","Credit","","0","None","Hamza","762",""
"96","2/17/2024 12:00:00 AM","S-59","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","810","810"
"97","2/17/2024 12:00:00 AM","S-60","Invoice","Ali Danish Homoeopathic Store","Credit","","0","None","Hamza","1509","0"
"98","2/17/2024 12:00:00 AM","S-61","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","388","0"
"99","2/17/2024 12:00:00 AM","S-62","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","800","800"
"100","2/18/2024 12:00:00 AM","P-32","Purchase","Kent Homoeopathic Pharmacy","Credit","","066","New Shakeel And Asif Goods","Hamza","361859",""
"101","2/18/2024 12:00:00 AM","S-63","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","300"
"102","2/18/2024 12:00:00 AM","S-64","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","Faysal M ","Hamza","126","0"
"103","2/18/2024 12:00:00 AM","S-65","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1050","1050"
"104","2/18/2024 12:00:00 AM","P-33","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","Usama","Hamza","828",""
"105","2/18/2024 12:00:00 AM","P-34","Purchase","MEKTUM Pvt Ltd","Credit","","7598","Supper Mama Goods","Iqbal Bhai","9720",""
"106","2/18/2024 12:00:00 AM","S-66","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","BabU Gadha","Hamza","420","0"
"107","2/18/2024 12:00:00 AM","S-67","Invoice","Rafay Homeopathic Store","Credit","","0","Amir Bhai ","Hamza","663","0"
"108","2/18/2024 12:00:00 AM","S-68","Invoice","Noman Homeopathic Store","Credit","","0","Kaliya","Hamza","120","0"
"109","2/18/2024 12:00:00 AM","S-69","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","200","0"
"110","2/18/2024 12:00:00 AM","S-70","Invoice","Chand Homoeopathic Store","Cash","Cash In Hand","0","None","Hamza","480","480"
"111","2/19/2024 12:00:00 AM","S-71","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","650","650"
"112","2/19/2024 12:00:00 AM","S-72","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","920","920"
"113","2/19/2024 12:00:00 AM","S-73","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"114","2/19/2024 12:00:00 AM","S-74","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","390","0"
"115","2/19/2024 12:00:00 AM","S-75","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","150","0"
"116","2/19/2024 12:00:00 AM","S-76","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","250","0"
"117","2/20/2024 12:00:00 AM","S-77","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","170","1000"
"118","2/20/2024 12:00:00 AM","S-78","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1000","1000"
"119","2/20/2024 12:00:00 AM","P-35","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","Hamza","Hamza","800",""
"120","2/20/2024 12:00:00 AM","S-79","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","800","1000"
"121","2/20/2024 12:00:00 AM","S-80","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"122","2/20/2024 12:00:00 AM","P-36","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","400",""
"123","2/20/2024 12:00:00 AM","S-81","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","1787","0"
"124","2/20/2024 12:00:00 AM","S-82","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","446","0"
"125","2/20/2024 12:00:00 AM","P-37","Purchase","Rafay Homeopathic Store","Credit","","0","None","Hamza","446",""
"126","2/20/2024 12:00:00 AM","S-83","Invoice","Rafay Homeopathic Store","Cash","Cash In Hand","0","None","Hamza","400","500"
"127","2/21/2024 12:00:00 AM","S-84","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","500"
"128","2/21/2024 12:00:00 AM","S-85","Invoice","Counter","Cash","Cash In Hand","0","None","shahbaz ali","150","150"
"129","2/21/2024 12:00:00 AM","P-38","Purchase","HFP Private Limited","Credit","","0","Hamza","Ali Raza","4392",""
"130","2/21/2024 12:00:00 AM","S-86","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"131","2/21/2024 12:00:00 AM","S-87","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","300"
"132","2/21/2024 12:00:00 AM","P-39","Purchase","HFP Private Limited","Credit","","0","Faysal M ","Ali Raza","8000",""
"133","2/21/2024 12:00:00 AM","S-88","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","540","540"
"134","2/21/2024 12:00:00 AM","S-89","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","660","660"
"135","2/21/2024 12:00:00 AM","S-90","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","187","0"
"136","2/21/2024 12:00:00 AM","S-91","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","608","0"
"137","2/21/2024 12:00:00 AM","S-92","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","1646","0"
"138","2/21/2024 12:00:00 AM","S-93","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","1428","0"
"139","2/21/2024 12:00:00 AM","S-94","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","210","0"
"140","2/21/2024 12:00:00 AM","S-95","Invoice","Ali Danish Homoeopathic Store","Credit","","0","None","Hamza","1137","0"
"141","2/21/2024 12:00:00 AM","P-40","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","380",""
"142","2/21/2024 12:00:00 AM","P-41","Purchase","Rafay Homeopathic Store","Credit","","0","None","Hamza","446",""
"143","2/22/2024 12:00:00 AM","S-96","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","2383","2400"
"144","2/22/2024 12:00:00 AM","P-42","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","412",""
"145","2/22/2024 12:00:00 AM","P-43","Purchase","Tawaqal Homoeopathic Store","Credit","","0","None","Hamza","1092",""
"146","2/22/2024 12:00:00 AM","S-97","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","550","550"
"147","2/22/2024 12:00:00 AM","S-98","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","240","250"
"148","2/22/2024 12:00:00 AM","S-99","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"149","2/22/2024 12:00:00 AM","P-44","Purchase","Paul Brooks Homoeo Lab","Credit","","0","TCS","Hamza","5940",""
"150","2/22/2024 12:00:00 AM","S-100","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","3712","0"
"151","2/22/2024 12:00:00 AM","S-101","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","173","0"
"152","2/22/2024 12:00:00 AM","P-45","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","184",""
"153","2/22/2024 12:00:00 AM","S-102","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","430","430"
"154","2/22/2024 12:00:00 AM","S-103","Invoice","Counter","Credit","","0","None","Hamza","120","0"
"155","2/22/2024 12:00:00 AM","P-46","Purchase","Counter","Credit","","0","None","Hamza","120",""
"156","2/22/2024 12:00:00 AM","P-47","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","Ali Raza By Hand","Hamza","120",""
"157","2/22/2024 12:00:00 AM","S-104","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","240","0"
"158","2/22/2024 12:00:00 AM","S-105","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","446","0"
"159","2/22/2024 12:00:00 AM","S-106","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","4071","0"
"160","2/22/2024 12:00:00 AM","S-107","Invoice","Bilal Homoeopathic Store","Credit","","0","None","Hamza","200","0"
"161","2/22/2024 12:00:00 AM","S-108","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","1726","0"
"162","2/22/2024 12:00:00 AM","S-109","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","634","0"
"163","2/22/2024 12:00:00 AM","S-110","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","1350","0"
"164","2/22/2024 12:00:00 AM","S-111","Invoice","Chand Homoeopathic Store","Credit","","0","None","kashif","160","0"
"165","2/24/2024 12:00:00 AM","S-112","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","550","550"
"166","2/24/2024 12:00:00 AM","S-113","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"167","2/24/2024 12:00:00 AM","S-114","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"168","2/24/2024 12:00:00 AM","S-115","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","700","700"
"169","2/24/2024 12:00:00 AM","P-48","Purchase","Sufi Homeopathic Store","Credit","","0","None","Hamza","154",""
"170","2/24/2024 12:00:00 AM","S-116","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"171","2/24/2024 12:00:00 AM","P-49","Purchase","Counter","Credit","","0","None","Hamza","126",""
"172","2/24/2024 12:00:00 AM","S-117","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","850","1000"
"173","2/24/2024 12:00:00 AM","P-50","Purchase","(GHR) HOMOEO PHARMA ","Credit","","0","TCS Exchange Bill","Imran Bhai","436968",""
"174","2/24/2024 12:00:00 AM","P-51","Purchase","(GHR) HOMOEO PHARMA ","Credit","","0","TCS","Imran Bhai","432684",""
"175","2/24/2024 12:00:00 AM","P-52","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","","Hamza","Hamza","947",""
"176","2/24/2024 12:00:00 AM","S-118","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","3308","3310"
"177","2/24/2024 12:00:00 AM","P-53","Purchase","Counter","Cash","Cash In Hand","","Madican Return","Hamza","300",""
"178","2/24/2024 12:00:00 AM","P-54","Purchase","Sufi Homeopathic Store","Credit","","","","Hamza","126",""
"179","2/24/2024 12:00:00 AM","P-55","Purchase","Counter","Cash","Cash In Hand","0","Madican Return","Hamza","260",""
"180","2/24/2024 12:00:00 AM","S-119","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","8157","0"
"181","2/24/2024 12:00:00 AM","S-120","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","2731","0"
"182","2/24/2024 12:00:00 AM","S-121","Invoice","Ali Danish Homoeopathic Store","Credit","","0","None","Hamza","228","0"
"183","2/24/2024 12:00:00 AM","S-122","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","208","0"
"184","2/24/2024 12:00:00 AM","P-56","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","706",""
"185","2/24/2024 12:00:00 AM","P-57","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Hamza","200",""
"186","2/24/2024 12:00:00 AM","S-123","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","2834","0"
"187","2/25/2024 12:00:00 AM","S-124","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1070","1070"
"188","2/25/2024 12:00:00 AM","S-125","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","1800","0"
"189","2/25/2024 12:00:00 AM","P-58","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","Asad Bhai ","Hamza","1680",""
"190","2/25/2024 12:00:00 AM","S-126","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"191","2/25/2024 12:00:00 AM","S-127","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","800","800"
"192","2/25/2024 12:00:00 AM","S-128","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","200"
"193","2/25/2024 12:00:00 AM","S-129","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","900","900"
"194","2/25/2024 12:00:00 AM","S-130","Invoice","Counter","Credit","","0","BabU Gadha","Hamza","699","0"
"195","2/25/2024 12:00:00 AM","S-131","Invoice","Noman Homeopathic Store","Credit","","0","Kaliya","Hamza","1488","0"
"196","2/25/2024 12:00:00 AM","P-59","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","570",""
"197","2/25/2024 12:00:00 AM","S-132","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","700","0"
"198","2/25/2024 12:00:00 AM","S-133","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","600","600"
"199","2/25/2024 12:00:00 AM","P-60","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","Faysal M ","Hamza","117564",""
"200","2/26/2024 12:00:00 AM","P-61","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","Faysal M ","Hamza","30441",""
"201","2/26/2024 12:00:00 AM","S-134","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","130","150"
"202","2/26/2024 12:00:00 AM","S-135","Invoice","Ali Danish Homoeopathic Store","Credit","","0","None","Hamza","600","0"
"203","2/26/2024 12:00:00 AM","S-136","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","530","0"
"204","2/26/2024 12:00:00 AM","S-137","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","992","0"
"205","2/26/2024 12:00:00 AM","S-138","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"206","2/26/2024 12:00:00 AM","S-139","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","2600","2600"
"207","2/26/2024 12:00:00 AM","S-140","Invoice","Noman Homeopathic Store","Cash","Cash In Hand","0","None","Hamza","128","128"
"208","2/26/2024 12:00:00 AM","S-141","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","162","0"
"209","2/26/2024 12:00:00 AM","S-142","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"210","2/26/2024 12:00:00 AM","P-62","Purchase","HFP Private Limited","Credit","","0","GuluU","Hamza","10040",""
"211","2/27/2024 12:00:00 AM","S-143","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"212","2/27/2024 12:00:00 AM","S-144","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","450","1000"
"213","2/27/2024 12:00:00 AM","S-145","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","500"
"214","2/27/2024 12:00:00 AM","S-146","Invoice","H/Dr Yousuf (Kotri)","Credit","","0","by hand Usama","Hamza","5250","0"
"216","2/27/2024 12:00:00 AM","S-147","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","360","0"
"217","2/27/2024 12:00:00 AM","S-148","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","1050","0"
"218","2/27/2024 12:00:00 AM","P-63","Purchase","Rafay Homeopathic Store","Credit","","0","None","Hamza","360",""
"219","2/27/2024 12:00:00 AM","S-149","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","798","0"
"220","2/27/2024 12:00:00 AM","S-150","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","9058","0"
"221","2/27/2024 12:00:00 AM","S-151","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","232","0"
"222","2/27/2024 12:00:00 AM","P-64","Purchase","Noman Homeopathic Store","Credit","","0","None","Hamza","128",""
"223","2/27/2024 12:00:00 AM","S-152","Invoice","Noman Homeopathic Store","Cash","Cash In Hand","0","None","Hamza","130","130"
"224","2/27/2024 12:00:00 AM","S-153","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","7043","0"
"225","2/27/2024 12:00:00 AM","S-154","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","500","0"
"226","2/27/2024 12:00:00 AM","S-155","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","1000"
"227","2/28/2024 12:00:00 AM","S-156","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","300"
"228","2/28/2024 12:00:00 AM","S-157","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","450","450"
"229","2/28/2024 12:00:00 AM","P-65","Purchase","Counter","Cash","Cash In Hand","0","None","Hamza","500",""
"230","2/28/2024 12:00:00 AM","S-158","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","1450","0"
"231","2/28/2024 12:00:00 AM","S-159","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","104","0"
