"ID","Date","Voucher No","Type","Account Name","Term","Term/Ac","Bilty","Transport","SaleMan","Net Amount","Cash Received"
"533","3/19/2024 12:00:00 AM","P-143","Purchase","Noman Homeopathic Store","Credit","","0","None","Hamza","227",""
"534","3/19/2024 12:00:00 AM","S-384","Invoice","No.","Credit","","0","None","Hamza","227","0"
"535","3/19/2024 12:00:00 AM","S-385","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","227","0"
"536","3/19/2024 12:00:00 AM","S-386","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","2926","0"
"537","3/19/2024 12:00:00 AM","S-387","Invoice","Star Homoeo Store","Credit","","0","None","Hamza","84","0"
"538","3/19/2024 12:00:00 AM","S-388","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","416","0"
"539","3/19/2024 12:00:00 AM","P-144","Purchase","BM Pvt LTD","Credit","","0","TCS","Taj ud din","61543",""
"540","3/19/2024 12:00:00 AM","S-389","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1020","5000"
"541","3/19/2024 12:00:00 AM","P-145","Purchase","BM Pvt LTD","Credit","","0","TCS","Taj ud din","31471",""
"542","3/19/2024 12:00:00 AM","P-146","Purchase","Hassan Homeopathic Store","Credit","","0","None","Hamza","452",""
"543","3/19/2024 12:00:00 AM","S-390","Invoice","Counter","Cash","Cash In Hand","0","Non.","Hamza","150","150"
"544","3/20/2024 12:00:00 AM","S-391","Invoice","Dr Asif Blossom","Credit","","0","by Hand","Hamza","2820","0"
"545","3/20/2024 12:00:00 AM","S-392","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1914","2000"
"546","3/20/2024 12:00:00 AM","S-393","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","120","120"
"547","3/20/2024 12:00:00 AM","S-394","Invoice","Faraz Ahmed SPO BM","Credit","","0","by Hand Fraz Bhai","Hamza","2250","0"
"548","3/20/2024 12:00:00 AM","P-147","Purchase","BM Pvt LTD","Credit","","0","TCS","Taj ud din","36608",""
"549","3/20/2024 12:00:00 AM","P-148","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","5000",""
"550","3/20/2024 12:00:00 AM","P-149","Purchase","HFP Private Limited","Credit","","0","None","Hamza","2600",""
"551","3/20/2024 12:00:00 AM","S-395","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","240","0"
"552","3/20/2024 12:00:00 AM","P-150","Purchase","BM Pvt LTD","Credit","","0","TCS","Taj ud din","91080",""
"553","3/20/2024 12:00:00 AM","S-396","Invoice","BM Pvt LTD","Credit","","0","TCS","Taj ud din","44055","0"
"554","3/20/2024 12:00:00 AM","S-397","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","450","1000"
"555","3/20/2024 12:00:00 AM","P-151","Purchase","Contimade Traders","Credit","","5407","Super Itafaq ","M.Imran Qasim","12960",""
"556","3/20/2024 12:00:00 AM","P-152","Purchase","BM Pvt LTD","Credit","","0","TCS","Taj ud din","88110",""
"557","3/20/2024 12:00:00 AM","S-398","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","450","500"
"558","3/20/2024 12:00:00 AM","P-153","Purchase","Paul Brooks Homoeo Lab","Credit","","0","None","Hamza","4785",""
"559","3/20/2024 12:00:00 AM","S-399","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","2329","0"
"560","3/20/2024 12:00:00 AM","S-400","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","230","250"
"561","3/20/2024 12:00:00 AM","S-401","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","1374","0"
"562","3/20/2024 12:00:00 AM","S-402","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","3300","0"
"563","3/20/2024 12:00:00 AM","P-154","Purchase","Rafay Homeopathic Store","Credit","","0","None","Hamza","3300",""
"564","3/20/2024 12:00:00 AM","S-403","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","3084","0"
"565","3/20/2024 12:00:00 AM","S-404","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","600","0"
"566","3/20/2024 12:00:00 AM","P-155","Purchase","Rafay Homeopathic Store","Credit","","0","None","Hamza","600",""
"567","3/20/2024 12:00:00 AM","P-156","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","94",""
"568","3/20/2024 12:00:00 AM","P-157","Purchase","BM Pvt LTD","Credit","","0","None","Taj ud din","15489",""
"569","3/20/2024 12:00:00 AM","P-158","Purchase","BM Pvt LTD","Credit","","0","TCS","Taj ud din","1618",""
"570","3/20/2024 12:00:00 AM","S-405","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","400"
"571","3/21/2024 12:00:00 AM","S-406","Invoice","Faraz Ahmed SPO BM","Credit","","0","by Hand Fraz Bhai","Hamza","3102","0"
"572","3/21/2024 12:00:00 AM","S-407","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"573","3/21/2024 12:00:00 AM","S-408","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"574","3/21/2024 12:00:00 AM","S-409","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","584","0"
"575","3/21/2024 12:00:00 AM","S-410","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","632","0"
"576","3/21/2024 12:00:00 AM","S-411","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","384","0"
"577","3/21/2024 12:00:00 AM","S-412","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","1786","0"
"578","3/21/2024 12:00:00 AM","P-159","Purchase","BLOSSOM ","Credit","","5970","New Pak Azad Goods","Dr Asif Ali","6125",""
"579","3/21/2024 12:00:00 AM","S-413","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","830","1000"
"580","3/21/2024 12:00:00 AM","P-160","Purchase","Contimade Traders","Credit","","1917","Ghaffar Azim GOODS","M.Imran Qasim","10524",""
"581","3/21/2024 12:00:00 AM","P-161","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","4320",""
"582","3/21/2024 12:00:00 AM","S-414","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","700","1000"
"583","3/23/2024 12:00:00 AM","S-415","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","280","1000"
"584","3/23/2024 12:00:00 AM","S-416","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1250","120"
"585","3/23/2024 12:00:00 AM","P-162","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","3589",""
"586","3/23/2024 12:00:00 AM","S-417","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","468","470"
"587","3/23/2024 12:00:00 AM","S-418","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","1691","0"
"588","3/23/2024 12:00:00 AM","S-419","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","450","550"
"589","3/23/2024 12:00:00 AM","S-420","Invoice","Dua Homoeopathic Store ","Credit","","0","None","Hamza","240","0"
"590","3/23/2024 12:00:00 AM","S-421","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","3130","0"
"591","3/23/2024 12:00:00 AM","P-163","Purchase","Counter","Cash","Cash In Hand","0","None","Hamza","180",""
"592","3/23/2024 12:00:00 AM","S-422","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","770","0"
"593","3/23/2024 12:00:00 AM","S-423","Invoice","Hassan Homeopathic Store","Credit","Cash In Hand","0","None","Hamza","256","0"
"594","3/23/2024 12:00:00 AM","P-164","Purchase","Noman Homeopathic Store","Credit","","0","None","Hamza","96",""
"595","3/23/2024 12:00:00 AM","P-165","Purchase","Rafay Homeopathic Store","Credit","","0","None","Hamza","770",""
"596","3/23/2024 12:00:00 AM","S-424","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1300","1500"
"597","3/23/2024 12:00:00 AM","P-166","Purchase","Dua Homoeopathic Store ","Credit","","0","None","Hamza","240",""
"598","3/23/2024 12:00:00 AM","S-425","Invoice","Dua Homoeopathic Store ","Cash","Cash In Hand","0","None","Hamza","224","224"
"599","3/23/2024 12:00:00 AM","S-426","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","187","0"
"600","3/23/2024 12:00:00 AM","P-167","Purchase","Counter","Credit","","0","None","Hamza","187",""
"601","3/23/2024 12:00:00 AM","P-168","Purchase","Rafay Homeopathic Store","Credit","","0","None","Hamza","187",""
"602","3/23/2024 12:00:00 AM","S-427","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","750","750"
"603","3/23/2024 12:00:00 AM","S-428","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","130","130"
"604","3/23/2024 12:00:00 AM","S-429","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","114","0"
"605","3/23/2024 12:00:00 AM","P-169","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","3130",""
"606","3/23/2024 12:00:00 AM","S-430","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","3130","0"
"607","3/24/2024 12:00:00 AM","S-431","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","270","270"
"608","3/24/2024 12:00:00 AM","P-170","Purchase","BLOSSOM ","Credit","","35967","Aktar & Brothers","Dr Asif Ali","6758",""
"609","3/24/2024 12:00:00 AM","S-432","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"610","3/24/2024 12:00:00 AM","S-433","Invoice","Faraz Ahmed SPO BM","Credit","","0","None","Hamza","270","0"
"611","3/24/2024 12:00:00 AM","S-434","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1200","1200"
"612","3/24/2024 12:00:00 AM","S-435","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","Faysal M ","Hamza","5250","0"
"613","3/24/2024 12:00:00 AM","S-436","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","860","1000"
"614","3/24/2024 12:00:00 AM","S-437","Invoice","L/Dr Najma Bloch ","Credit","","0","None","Hazma","1080","0"
"615","3/24/2024 12:00:00 AM","S-438","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","117","0"
"616","3/24/2024 12:00:00 AM","P-171","Purchase","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","255",""
"617","3/24/2024 12:00:00 AM","S-439","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","255","0"
"618","3/24/2024 12:00:00 AM","S-440","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","130","1000"
"619","3/24/2024 12:00:00 AM","P-172","Purchase","Counter","Cash","Cash In Hand","0","None","Hamza","130",""
"620","3/24/2024 12:00:00 AM","S-441","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","100","100"
"621","3/24/2024 12:00:00 AM","S-442","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","416","0"
"622","3/24/2024 12:00:00 AM","S-443","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","1383","0"
"623","3/24/2024 12:00:00 AM","S-444","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","700","700"
"624","3/24/2024 12:00:00 AM","S-445","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","446","0"
"625","3/24/2024 12:00:00 AM","S-446","Invoice","Tawaqal Homoeopathic Store","Credit","","0","None","Hamza","244","0"
"626","3/24/2024 12:00:00 AM","S-447","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1050","1050"
"627","3/24/2024 12:00:00 AM","S-448","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","800","1000"
"628","3/24/2024 12:00:00 AM","S-449","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","996","0"
"629","3/24/2024 12:00:00 AM","P-173","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","784",""
"630","3/24/2024 12:00:00 AM","S-450","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","88","0"
"631","3/24/2024 12:00:00 AM","S-451","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","416","0"
"632","3/24/2024 12:00:00 AM","S-452","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","288","0"
"633","3/25/2024 12:00:00 AM","S-453","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"634","3/25/2024 12:00:00 AM","S-454","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"635","3/25/2024 12:00:00 AM","S-455","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"636","3/25/2024 12:00:00 AM","S-456","Invoice","Dr Aftab Ahmed","Credit","","0","None","Hamza","12870","0"
"637","3/25/2024 12:00:00 AM","P-174","Purchase","Counter","Cash","Cash In Hand","0","None","Hamza","200",""
"638","3/25/2024 12:00:00 AM","S-457","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","170","170"
"639","3/25/2024 12:00:00 AM","S-458","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","400"
"640","3/25/2024 12:00:00 AM","S-459","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","260","260"
"641","3/25/2024 12:00:00 AM","S-460","Invoice","Counter","Credit","","0","None","Hamza","396","0"
"642","3/25/2024 12:00:00 AM","S-461","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","396","0"
"643","3/25/2024 12:00:00 AM","P-175","Purchase","Counter","Credit","","0","None","Hamza","396",""
"644","3/25/2024 12:00:00 AM","S-462","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","1458","0"
"645","3/25/2024 12:00:00 AM","S-463","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","180","200"
"646","3/25/2024 12:00:00 AM","S-464","Invoice","Faraz Ahmed SPO BM","Credit","","0","None","Hamza","770","0"
"647","3/25/2024 12:00:00 AM","S-465","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","227","0"
"648","3/25/2024 12:00:00 AM","S-466","Invoice","Sufi Homeopathic Store","Credit","","0","None","Hamza","128","0"
"649","3/25/2024 12:00:00 AM","S-467","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","550","600"
"650","3/25/2024 12:00:00 AM","S-468","Invoice","H/Dr.Irfan (T.A)","Cash","Cash In Hand","0","None","Hamza","1300","1300"
"651","3/25/2024 12:00:00 AM","S-469","Invoice","Contimade Traders","Cash","Cash In Hand","0","None","Hamza","480","500"
"652","3/25/2024 12:00:00 AM","S-470","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","192","200"
"653","3/26/2024 12:00:00 AM","S-471","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"654","3/26/2024 12:00:00 AM","S-472","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"655","3/26/2024 12:00:00 AM","S-473","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"656","3/26/2024 12:00:00 AM","S-474","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1600","1600"
"657","3/26/2024 12:00:00 AM","S-475","Invoice","Sufi Homeopathic Store","Credit","","0","None","Hamza","128","0"
"658","3/26/2024 12:00:00 AM","S-476","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","94","0"
"659","3/26/2024 12:00:00 AM","S-477","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","Faysal M ","Hamza","4165","0"
"660","3/26/2024 12:00:00 AM","S-478","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","435","0"
"661","3/26/2024 12:00:00 AM","S-479","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","140","140"
"662","3/26/2024 12:00:00 AM","S-480","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","275","0"
"663","3/26/2024 12:00:00 AM","P-176","Purchase","Sufi Homeopathic Store","Credit","","0","None","Hamza","128",""
"664","3/26/2024 12:00:00 AM","P-177","Purchase","Chand Homoeopathic Store","Credit","","0","None","Hamza","275",""
"665","3/26/2024 12:00:00 AM","S-481","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","275","0"
"666","3/26/2024 12:00:00 AM","P-178","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","227",""
"667","3/26/2024 12:00:00 AM","S-482","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","552","0"
"668","3/26/2024 12:00:00 AM","S-483","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","300","0"
"669","3/26/2024 12:00:00 AM","S-484","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","192","0"
"670","3/26/2024 12:00:00 AM","S-485","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","1050","0"
"671","3/27/2024 12:00:00 AM","P-179","Purchase","Counter","Cash","Cash In Hand","0","None","Hamza","1610",""
"672","3/27/2024 12:00:00 AM","S-486","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","2248","2250"
"673","3/27/2024 12:00:00 AM","S-487","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","390","400"
"674","3/27/2024 12:00:00 AM","S-488","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","180","200"
"675","3/27/2024 12:00:00 AM","S-489","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","1767","0"
"676","3/27/2024 12:00:00 AM","S-490","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","339","0"
"677","3/27/2024 12:00:00 AM","S-491","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","192","0"
"678","3/27/2024 12:00:00 AM","S-492","Invoice","Kent Homoeopathic Pharmacy","Credit","","0","None","Hamza","351","0"
"679","3/27/2024 12:00:00 AM","S-493","Invoice","Bilal Homoeopathic Store","Credit","","0","None","Hamza","351","0"
"680","3/27/2024 12:00:00 AM","S-494","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","1914","0"
"681","3/27/2024 12:00:00 AM","S-495","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"682","3/27/2024 12:00:00 AM","S-496","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1700","2000"
"683","3/28/2024 12:00:00 AM","S-497","Invoice","Faraz Ahmed SPO BM","Credit","","0","by Hand Fraz Bhai","Hamza","1470","0"
"684","3/28/2024 12:00:00 AM","S-498","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"685","3/28/2024 12:00:00 AM","S-499","Invoice","Pakistan H/S LPR","Credit","","0","None","Hamza","120","0"
"686","3/28/2024 12:00:00 AM","S-500","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","94","0"
"687","3/28/2024 12:00:00 AM","S-501","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","5813","6000"
"688","3/28/2024 12:00:00 AM","S-502","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1246","1250"
"689","3/28/2024 12:00:00 AM","P-180","Purchase","T.S Laboratories ","Credit","","2883","Haji Sardar","Hamza","222840",""
"690","3/28/2024 12:00:00 AM","S-503","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","2750","0"
"691","3/28/2024 12:00:00 AM","P-181","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","1568",""
"692","3/28/2024 12:00:00 AM","P-182","Purchase","Kent Homoeopathic Pharmacy","Credit","","0","None","Hamza","351",""
"693","3/28/2024 12:00:00 AM","S-504","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","6300","0"
"694","3/29/2024 12:00:00 AM","P-183","Purchase","Paul Brooks Homoeo Lab","Credit","","526","New Shakeel And Asif Goods","Hamza","42491",""
"695","3/29/2024 12:00:00 AM","S-505","Invoice","Dr Shabbir ","Credit","","0","None","Hamza","16380","0"
"696","3/30/2024 12:00:00 AM","S-506","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","3300","3500"
"697","3/30/2024 12:00:00 AM","S-507","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"698","3/30/2024 12:00:00 AM","P-184","Purchase","NP BM (Pvt.) Limited","Credit","","0","TCS","M.Waseem","3245",""
"699","3/30/2024 12:00:00 AM","S-508","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","500"
"700","3/30/2024 12:00:00 AM","S-509","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1000","1000"
"701","3/30/2024 12:00:00 AM","S-510","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","350","500"
"702","3/30/2024 12:00:00 AM","S-511","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","500"
"703","3/30/2024 12:00:00 AM","S-512","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","950","1000"
"704","3/30/2024 12:00:00 AM","S-513","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","790","1000"
"705","3/30/2024 12:00:00 AM","P-185","Purchase","W.S Pharmacy & Research Center","Credit","","0","TCS","M.Humaiyon","150350",""
"706","3/30/2024 12:00:00 AM","S-514","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","220","0"
"707","3/30/2024 12:00:00 AM","S-515","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","380","500"
"708","3/30/2024 12:00:00 AM","S-516","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","176","0"
"709","3/30/2024 12:00:00 AM","S-517","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","442","0"
"710","3/30/2024 12:00:00 AM","S-518","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","160","0"
"711","3/30/2024 12:00:00 AM","S-519","Invoice","Pakistan H/S LPR","Credit","","0","None","Hamza","200","0"
"712","3/30/2024 12:00:00 AM","S-520","Invoice","Jameel H/S LPR","Credit","","0","None","Hamza","272","0"
"713","3/30/2024 12:00:00 AM","S-521","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","545","550"
"714","3/30/2024 12:00:00 AM","S-522","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","500"
"715","3/30/2024 12:00:00 AM","P-186","Purchase","Jameel H/S LPR","Credit","","0","None","Hamza","182",""
"716","3/30/2024 12:00:00 AM","S-523","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","2870","0"
"717","3/30/2024 12:00:00 AM","P-187","Purchase","Hassan Homeopathic Store","Credit","","0","None","Hamza","110",""
"718","3/30/2024 12:00:00 AM","S-524","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","437","0"
"719","3/30/2024 12:00:00 AM","P-188","Purchase","Hassan Homeopathic Store","Credit","","0","None","Hamza","2358",""
"720","3/30/2024 12:00:00 AM","S-525","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","2238","0"
"721","3/30/2024 12:00:00 AM","P-189","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","784",""
"722","3/30/2024 12:00:00 AM","S-526","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","296","0"
"723","3/30/2024 12:00:00 AM","S-527","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","120","200"
"724","3/31/2024 12:00:00 AM","S-528","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"725","3/31/2024 12:00:00 AM","S-529","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","199","0"
"726","3/31/2024 12:00:00 AM","S-530","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1500","1500"
"727","3/31/2024 12:00:00 AM","S-531","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","750","1000"
"728","3/31/2024 12:00:00 AM","P-190","Purchase","Counter","Cash","Cash In Hand","0","None","Hamza","50",""
"729","3/31/2024 12:00:00 AM","S-532","Invoice","Counter","Cash","Cash In Hand","0","None","Babu","370","500"
"730","3/31/2024 12:00:00 AM","S-533","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","","None","Hamza","2178","0"
"731","3/31/2024 12:00:00 AM","S-534","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","182","0"
"732","3/31/2024 12:00:00 AM","S-535","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","192","0"
"733","3/31/2024 12:00:00 AM","S-536","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","730","750"
"734","3/31/2024 12:00:00 AM","S-537","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","745","0"
"735","3/31/2024 12:00:00 AM","S-538","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","370","400"
"736","3/31/2024 12:00:00 AM","S-539","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","300"
"737","3/31/2024 12:00:00 AM","S-540","Invoice","Dr Zahoor T.Adam","Credit","","0","None","Hamza","12330","0"
"738","3/31/2024 12:00:00 AM","S-541","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","2000","2000"
"739","3/31/2024 12:00:00 AM","S-542","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"740","4/1/2024 12:00:00 AM","S-543","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","330","350"
"741","4/1/2024 12:00:00 AM","S-544","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","324","330"
"742","4/1/2024 12:00:00 AM","S-545","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","892","0"
"743","4/1/2024 12:00:00 AM","S-546","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","308","0"
"744","4/1/2024 12:00:00 AM","P-191","Purchase","Hassan Homeopathic Store","Credit","","0","None","Hamza","308",""
"745","4/1/2024 12:00:00 AM","P-192","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","784",""
"746","4/1/2024 12:00:00 AM","S-547","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","280","0"
"747","4/1/2024 12:00:00 AM","S-548","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","900","1000"
"748","4/1/2024 12:00:00 AM","S-549","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","300"
"749","4/1/2024 12:00:00 AM","S-550","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"750","4/2/2024 12:00:00 AM","S-551","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","180","200"
"751","4/2/2024 12:00:00 AM","S-552","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","220","250"
"752","4/2/2024 12:00:00 AM","S-553","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"753","4/2/2024 12:00:00 AM","S-554","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"754","4/2/2024 12:00:00 AM","S-555","Invoice","Faraz Ahmed SPO BM","Credit","","0","None","Hamza","4140","0"
"755","4/2/2024 12:00:00 AM","S-556","Invoice","Dr Akram Malik Shahdadpure","Credit","","0","None","Hamza","831","0"
"756","4/2/2024 12:00:00 AM","S-557","Invoice","Counter","Credit","","0","None","Hamza","3746","0"
"757","4/2/2024 12:00:00 AM","S-558","Invoice","Tawaqal Homoeopathic Store","Credit","","0","None","Hamza","161","0"
"758","4/2/2024 12:00:00 AM","S-559","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","352","0"
"759","4/2/2024 12:00:00 AM","S-560","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","3581","0"
