"ID","Item Name","Item Code","Naration","Minimum Level","Sale Price","Purchase Price"
"1097","Biovina Tonic 120ml SYP","Kent","0","10","185","185"
"1098","Berbaris Renal 30ml Drops","Kent","0","10","220","220"
"1099","Baby Tonic 60ml","Kent","0","10","140","140"
"1100","Bed Wetting 25GM Tab","Kent","0","10","190","170"
"1101","Calcium Liquid 250ml SYP","Kent","0","5","350","350"
"1102","Constisen S/Free 120ml SYP","Kent","0","5","0","260"
"1103","Carategus Heart Tonic S/Free 120ml SYP","Kent","0","5","190","190"
"1104","Carategus Gold 30ml Drops ","Kent","0","1","220","220"
"1105","Carategus Heart Tonic S/Free 250ml SYP","Kent","0","3","350","350"
"1106","Calcium Tablet Orange Flavour","Kent","0","5","155","145"
"1107","Dental Remedy 15ml","Kent","0","5","110","110"
"1108","Damiana Male Tonic 30ml Drops ","Kent","0","2","230","230"
"1109","Ferrum Compoud Tonic 120ml","Kent","0","10","180","190"
"1110","Fero Lecithine Malt 415GM","Kent","0","5","525","460"
"1111","Gastric Plus 75Tab ","Kent","0","20","145","145"
"1112","Gastric Plus 120ml SYP with Lemon","Kent","0","25","180","190"
"1113","Gripp Aconitum 60ml SYP","Kent","0","20","140","140"
"1114","Gyno Compound 120ml SYP","Kent","0","10","180","180"
"1115","Haemo Corr 60ml SYP ","Kent","0","20","155","140"
"1116","Hilex Tablet","Kent","0","20","200","200"
"1117","Histamine S/Free 120ml SYP","Kent","0","15","190","190"
"1118","HeadAche Tablet","Kent","0","2","1100","150"
"1119","Hilex 120ml SYP","Kent","0","20","180","180"
"1120","Jaam- E -Sehat 250ml SYP S/Free","Kent","0","30","375","375"
"1121","Korean Ginseng 250ml SYP","Kent","0","3","350","350"
"1122","Kenphylori 120ml SYP ","Kent","0","25","220","200"
"1123","Ginkgo 250ml","Kent","0","15","465","495"
"1124","Ginkgo S/Free 250ml","Kent","0","20","495","530"
"1125","KidniVina 120ml S/Free SYP","Kent","0","10","190","190"
"1126","Korean Ginseng 120ml SYP","Kent","0","5","190","190"
"1127","Liver Rex 120ml S/Free SYP","Kent","0","10","210","190"
"1128","LeucoVina 120ml SYP","Kent","0","10","180","180"
"1129","Mullein Ear Drops 15ml","Kent","0","20","120","110"
"1130","MullBerry Tea","Kent","0","1","650","650"
"1131","MouthLine Lotion 15ml","Kent","0","15","100","90"
"1132","Max Vital ( Multi Max) 250ml SYP","Kent","0","3","360","360"
"1133","MouthLine Powder 15ml","Kent","0","15","150","150"
"1134","Arnica Ointment 20GM","Kent","0","3","125","125"
"1135","Ecinacea Cream 20GM","Kent","0","3","125","125"
"1136","Canthris Cream","Kent","0","3","125","125"
"1137","Chrysarobinum Cream","Kent","0","3","125","125"
"1138","Graphites Cream","Kent","0","3","150","125"
"1139","Piles Ointment","Kent","0","10","130","130"
"1140","Hydrocotyle Cream","Kent","0","3","165","125"
"1141","Sulphur Cream","Kent","0","3","125","125"
"1142","Piles Course","Kent","0","3","300","280"
"1143","Pelargonium 30ml Drops","Kent","0","3","200","200"
"1144","Solidago S/Free 120ml SYP","Kent","0","10","190","190"
"1145","Siberian Ginseng Tonic","Kent","0","2","0","350"
"1146","Syzygium Diabeties 30ml Drops","Kent","0","3","200","200"
"1147","Spondy Cure 30ml Drops","Kent","0","3","200","200"
"1148","Sinus Nasal Drops ","Kent","0","20","100","100"
"1149","Super Wight Gainer StrawBerry 300GM","Kent","0","10","710","590"
"1150","Sinus Eaz Spray & Drops","Kent","0","3","320","300"
"1151","Sharbat - E - Faulad 250ml","Kent","0","10","415","360"
"1152","Typhoid 120ml SYP","Kent","0","5","215","180"
"1153","Thymus 120ml S\Free Cough SYP","Kent","0","10","215","190"
"1154","Tosifort 120ml SYP","Kent","0","15","210","210"
"1155","Tryfol Plus 120ml SYP","Kent","0","15","180","180"
"1156","Terebinthina S/Free 250ml","Kent","0","2","350","350"
"1157","Terebinthina S/Free 120ml","Kent","0","10","215","190"
"1158","Veratum Compound 60ml SYP","Kent","0","15","155","140"
"1159","W. M . L Cream","Kent","0","3","125","125"
"1160","Arnica Oil 120ml ","Kent","0","20","310","310"
"1161","1 Asthama 30ml Drops","Kent","0","5","200","200"
"1162","2 Colic Drops","Kent","0","5","200","180"
"1163","3 Chough & Cold Drops","Kent","0","5","200","180"
"1164","4 Diabetes Drops","Kent","0","5","180","180"
"1165","5 Gastrointestinal Diseases Drops","Kent","0","5","200","180"
"1166","6 Essentia Aurea Heart Drops","Kent","0","5","200","180"
"1167","7 Hemorrhoids & Anal Fissure Drops","Kent","0","5","200","100"
"1168","8 Influenza Drops ","Kent","0","5","200","180"
"1169","9 Kidney & Bladder Dops","Kent","0","5","200","180"
"1170","10 Leucorrhoea Drops","Kent","0","5","180","180"
"1171","11 Lever & Galbladder Drops","Kent","0","5","200","180"
"1172","12 Menstruation Disorder Drops","Kent","0","5","180","180"
"1173","14 Slimming Drops","Kent","0","5","180","180"
"1174","15 Rheumatisum Drops","Kent","0","5","200","180"
"1175","16 Sexual Weekness Drops","Kent","0","5","200","180"
"1176","17 Chronic Catarrh Drops","Kent","0","5","200","180"
"1177","18 Skin Diseases Drops","Kent","0","5","200","180"
"1178","19 Insomnia Drops","Kent","0","5","180","180"
"1179","20 Vermifuga Drops","Kent","0","5","180","180"
"1180","21 Leucoderma Drops","Kent","0","5","200","180"
"1181","22 Inflamation & Swelling Drops","Kent","0","5","180","180"
"1182","23 Constipation Drops","Kent","0","5","180","180"
"1183","25 Prostatitis Drops","Kent","0","5","200","180"
"1184","26 Toothache Drops","Kent","0","5","200","180"
"1185","27 For Dysentry Drops","Kent","0","5","0","180"
"1186","28 Vertigo Drops","Kent","0","5","200","180"
"1187","31 Bed Wetting Drops","Kent","0","5","200","180"
"1188","32 High Blood Pressure Drops","Kent","0","5","200","180"
"1189","33 Lack of Appetite ","Kent","0","5","200","180"
"1190","34 Itching Drops","Kent","0","5","200","180"
"1191","35 Height Gaining Drops ","Kent","0","5","200","200"
"1192","36 Earache Problum Drops","Kent","0","5","200","180"
"1193","37 Trauma Drops","Kent","0","5","180","180"
"1194","38 Arthritis Drops","Kent","0","5","180","180"
"1195","39 Eye Irritation Drops","Kent","0","5","200","180"
"1196","40 Neuralgia Drops","Kent","0","5","200","180"
"1197","41 Corn & Callouses Skin Drops","Kent","0","5","180","180"
"1198","42 Cholesterol Drops","Kent","0","5","180","180"
"1199","43 Hair Loss Drops","Kent","0","5","200","180"
"1200","44 Ijuries Drops","Kent","0","5","0","180"
"1201","45 Amenorrhoea Drops","Kent","0","5","200","200"
"1202","46 Menorrhagia Drops","Kent","0","5","180","180"
"1203","47 Mouth Blisters Drops","Kent","0","5","200","180"
"1204","48 Stimulation Of Defensive System","Kent","0","5","180","180"
"1205","50 Ginseng Drops","Kent","0","5","200","180"
"1206","51 Nausea & Vomiting","Kent","0","5","180","180"
"1207","52 Cholelithiasis Drops","Kent","0","5","200","200"
"1208","53 Hepatitis A\B\C Drops","Kent","0","5","200","180"
"1209","54 Hepatitis C Drops","Kent","0","5","0","180"
"1210","55 Epilepsy Drops","Kent","0","5","180","180"
"1211","56 Paralysis Drops","Kent","0","5","180","180"
"1212","57 Osteo 0Arthritis Drops","Kent","0","5","180","180"
"1213","58 Tonsils Drops ","Kent","0","5","200","180"
"1214","59 Goitre Drops","Kent","0","5","180","180"
"1215","60 Cervical Spondilosis Drops","Kent","0","5","180","180"
"1216","61 Chicken Pox Drops","Kent","0","5","0","180"
"1217","62 Low Blood Pressure Drops","Kent","0","5","0","180"
"1218","63 Measles Drops","Kent","0","5","0","180"
"1219","64 Hey Fever Drops","Kent","0","5","0","180"
"1220","65 Anaemia & Debility Drops","Kent","0","5","0","180"
"1221","66 Tumor Drops","Kent","0","5","200","180"
"1222","67 Hernia Drops","Kent","0","5","180","180"
"1223","68 Digestive Drops","Kent","0","5","180","180"
"1224","69 Profuse Perspiration Drops","Kent","0","5","180","180"
"1225","70 Fever Drops","Kent","0","5","200","180"
"1226","71 Breast Enhancement Drops.","Kent","0","5","180","180"
"1227","CMS Drops (Shwabe)","Shwabe","0","5","920","1250"
"1228","Luzy Tablet","KAMAL","0","50","850","850"
"1229","Ginko Biloba Q St","Clinic","0","5","995","980"
"1230","Yalex Forte 24 Tab Pack","MASOD","0","5","350","290"
"1231","Dum Cap 30Cap","NazZ","0","5","280","250"
"1232","Relezze Tab","Eagle","0","5","210","210"
"1233","N - Flex Dry SYP","BL","0","10","160","160"
"1234","HR No ","MASOD","0","10","210","210"
"1235","Kali Sulf 6X","Kent","0","5","0","200"
"1236","Silicea 6X 150gm (Brooks)","PBHL","0","5","630","550"
"1237","Ashwaganda Q B Class 450ml","WShah","0","5","1560","1560"
"1238","Sulfer Soap ","PBHL","0","10","200","200"
"1239","CliMax Cap","Eagle","0","5","170","400"
"1240","Hydrastis Q (BM)","BM","0","5","540","540"
"1241","Berbaris Q","MEK","0","5","170","220"
"1242","Ignatia 200","MEK","0","5","250","180"
"1243","Bryta IOD 200","WShah","0","5","230","200"
"1244","Hydrastis 200","WShah","0","5","190","190"
"1245","Mek-Cough 1200Ml","MEK","0","10","160","0"
"1246","Relxo Phos Tab","MASOD","0","5","440","0"
"1247","Kamal Maram 4g ","KAMAL","0","10","120","110"
"1248","Echinatia Q ST","Clinic","0","10","1250","980"
"1249","Flugin  ( 30Cap )","NazZ","0","10","280","280"
"1250","HR No 1","MASOD","0","10","490","350"
"1251","A - 77 Anti - Necotin Drps","Clinic","0","5","980","0"
"1252","HR No 50 Harmovit M 20ml","MASOD","0","10","210","170"
"1253","Kaliumpron Plus 20gm Tab","MASOD","0","5","0","160"
"1254","HR No 25 Ezinol 20ml","MASOD","0","5","210","210"
"1255","HR No 85 Tremculus 20ml","MASOD","0","5","170","150"
"1256","HR No 8 Femi - H 20ml","MASOD","0","5","0","170"
"1257","Arnica Medicated Oil 120ml","MASOD","0","15","550","550"
"1258","Vil - M 100g Tab ","MASOD","0","5","0","650"
"1259","HR No 41 Avenasom 20ml","MASOD","0","5","210","160"
"1260","HR No 65 Circul - Tone 20ml","MASOD","0","5","210","170"
"1261","HR No 6 Kofnot 20ml","MASOD","0","5","210","210"
"1262","Neurotex - E 20 Tab","MASOD","0","5","340","340"
"1263","HR No 27 Hepareg 20ml","MASOD","0","5","210","160"
"1264","HR No 87 Emergeno Sh 20ml","MASOD","0","5","170","170"
"1265","HR No 81 Canacura 20ml","MASOD","0","10","210","210"
"1266","Bloom 60 ml SYP","MASOD","0","15","210","170"
"1267","HR No 101 Scaboless 20ml","MASOD","0","10","270","210"
"1268","HR No 43 Foliculenum 20ml","MASOD","0","5","210","210"
"1269","HR No 67 Freezon 20ml","MASOD","0","5","210","170"
"1270","HR No 70,71 ,72 , Fibromata No 1 2 3 20ml","MASOD","0","5","490","390"
"1271","HR No 29 Enuris 20ml","MASOD","0","5","210","160"
"1272","HR No 88 Manicut 20ml","MASOD","0","5","170","170"
"1273","HR No 82 Phytophatnil 60 ml","MASOD","0","5","490","400"
"1274","Broncal 120ml ","MASOD","0","15","150","250"
"1275","HR No 14 ulset 20ml","MASOD","0","5","210","210"
"1276","HR No 44 Arocardin 20ml","MASOD","0","5","210","210"
"1277","HR No 7 Entricol 20ml","MASOD","0","5","210","170"
"1278","HR No 100 Teething Aid 20ml","MASOD","0","5","220","180"
"1279","HR No 77 Oral Drops 20ml","MASOD","0","5","210","170"
"1280","HR No 89 Cureoshiz 20ml","MASOD","0","5","170","150"
"1281","Relaxo Fhos 180Tab","MASOD","0","5","0","440"
"1282","HR No 30 Sarsapar 20ml","MASOD","0","5","210","170"
"1283","Broncal 60ml ","MASOD","0","15","200","160"
"1284","HR No 15 Goutek 20ml","MASOD","0","5","210","210"
"1285","HR No 45 Haemostasis 20ml ","MASOD","0","5","210","170"
"1286","HR No 75 Carbunculone 20ml","MASOD","0","5","210","160"
"1287","HR No 11 Highlin 20ml","MASOD","0","5","210","220"
"1288","HR No 83 Spermaatoriyya 20ml","MASOD","0","5","210","220"
"1289","Vil - M 20gm Tab ","MASOD","0","5","280","170"
"1290","HR No 33 Hemoform 20ml","MASOD","0","5","210","170"
"1291","HR No 90 Neuro Ginkgo Plus 20ml","MASOD","0","5","270","180"
"1292","Dermi Clear 60ml","MASOD","0","5","340","280"
"1293","HR No 49 Femitone 20ml","MASOD","0","58","270","270"
"1294","HR No 16 Relaxofos 20ml","MASOD","0","5","210","210"
"1295","HR No 78 Sevorrha 20ml","MASOD","0","5","0","170"
"1296","HR No 12 Lowin 20ml","MASOD","0","5","210","150"
"1297","Cineraria Maritima ( Alcohol Free ) 10ml ","MASOD","0","5","330","270"
"1298","Yalex  Fort Syp 120ml ","MASOD","0","10","250","250"
"1299","Yalex Forte 800 Tab Pack","MASOD","0","2","4510","3300"
"1300","HR No 91 Exon 20ml","MASOD","0","5","210","150"
"1301","Enerjizer 12 Tab","MASOD","0","5","210","168"
"1302","Diarr No 120ml  ","MASOD","0","15","270","220"
"1303","HR No 34 Herbasthine 20ml ","MASOD","0","5","210","210"
"1304","HR No 52 Hyper Thyreo 20ml","MASOD","0","5","210","150"
"1305","HR No 17 Hepalgin 20ml","MASOD","0","5","210","137"
"1306","HR No 84 Oral Drops 20ml","MASOD","0","5","210","210"
"1307","Cineraria Maritima Eye Drop 10ml ","MASOD","0","56","310","250"
"1308","HR No 13 Uranon 20ml ","MASOD","0","5","210","150"
"1309","Diarr Nol 600ml  ","MASOD","0","15","0","180"
"1310","HR No 23 Hemorhine 20ml","MASOD","0","5","210","170"
"1311","HR No 92 Circulonom 20ml","MASOD","0","5","0","150"
"1312","HR No 18 Info - M 20ml","MASOD","0","5","270","220"
"1313","HR No 36 Parasis - C 20ml","MASOD","0","5","210","170"
"1314","Pilocalm 60ml","MASOD","0","5","550","550"
"1315","HR No 54 Intestoverm 20ml","MASOD","0","5","210","210"
"1316","HR No 98 Allegxal 20ml","MASOD","0","5","0","170"
"1317","HR No 86 Sun -Strike 20ml","MASOD","0","5","0","150"
"1318","HR No 2 Icteron 60ml","MASOD","0","15","490","490"
"1319","Ear Drop 10ml","MASOD","0","5","0","200"
"1320","Hensel Tonic 120ml ","MASOD","0","5","280","268"
"1321","HR No 35 Gastronex 20ml","MASOD","0","5","210","170"
"1322","HR No 95 Agelift 20ml","MASOD","0","5","270","180"
"1323","Urynil 120ml SYP","MASOD","0","15","260","150"
"1324","HR No 55 Bufozin 20ml","MASOD","0","5","170","170"
"1325","HR No 99 Kaira 20ml","MASOD","0","5","210","160"
"1326","HR No 9 Migpa - HF 20ml","MASOD","0","5","210","160"
"1327","HR No 20 Sciatialgin 20ml","MASOD","0","5","210","210"
"1328","HR No 19 Info - F 20ml","MASOD","0","5","270","220"
"1329","Localen 120ml ","MASOD","0","5","180","180"
"1330","Hyprecal 120ml Lotion","MASOD","0","10","0","190"
"1331","HR No 46 Leuco - F 20ml","MASOD","0","5","210","170"
"1332","HR No 97 Gray Go 20ml","MASOD","0","5","0","150"
"1333","Womiton 120ml SYP","MASOD","0","12","260","180"
"1334","HR No 47 Asthamine 20ml ","MASOD","0","5","210","164"
"1335","ViSion Plus 10ml","MASOD","0","5","390","250"
"1336","HR No 56 Rhematone 20ml","MASOD","0","5","210","160"
"1337","HR No 59 Earodrum 20ml","MASOD","0","5","210","210"
"1338","HR No 93 Fade - Out 20ml","MASOD","0","5","0","180"
"1339","HR No 24 Fairy Face 20ml","MASOD","0","5","210","170"
"1340","HR No 21 Femina 20ml","MASOD","0","5","210","170"
"1341","Menola Tonic 120ml","MASOD","0","10","260","210"
"1342","Eye Bright Drops 10ml","MASOD","0","5","230","190"
"1343","HR No 94 Freckle Go","MASOD","0","5","270","180"
"1344","Yalex  Fort 100 Tab","MASOD","0","5","1100","600"
"1345","HR No 57 Vlgore - Zee 20ml","MASOD","0","5","0","150"
"1346","HR No 68 Cigdown 20ml","MASOD","0","5","170","150"
"1347","HR No 48 Cholestin 20ml","MASOD","0","5","210","170"
"1348","HR No 26 Lambojin 20ml","MASOD","0","5","210","170"
"1349","HR No 22 Dermaheal 20ml","MASOD","0","5","170","170"
"1350","Fytolaca HF 180Tab","MASOD","0","5","640","640"
"1351","HR No 53 Hypo Thyreo 20ml","MASOD","0","6","210","170"
"1352","HR No 69 Gingisto 20ml","MASOD","0","5","170","150"
"1353","Fever - M 30ml","MASOD","0","5","260","210"
"1354","HR No 96 Hair Nutro Plus 20ml","MASOD","0","5","270","270"
"1355","HR No 58 Opti - Teck 20ml","MASOD","0","5","210","150"
"1356","HR No 60 Stoma 20ml ","MASOD","0","5","210","210"
"1357","HR No 3 Inflam 20ml","MASOD","0","6","210","210"
"1358","HR No 28 Turmoral 20ml","MASOD","0","5","210","170"
"1359","Ginseng Drops 30ml","MASOD","0","5","260","210"
"1360","Hepalgin 120ml SYP","MASOD","0","15","270","220"
"1361","HR No 74 Vltadef 20ml","MASOD","0","5","210","150"
"1362","HR No 66 Gynae - Info 20ml","MASOD","0","5","210","170"
"1363","Active Solution 120ml","MASOD","0","5","700","423"
"1364","HR No 61 Crysticon 20ml","MASOD","0","5","210","170"
"1365","HR No 62 Fatigueron 20ml","MASOD","0","5","210","150"
"1366","HR No 32 Hypon 20ml","MASOD","0","5","210","170"
"1367","HR No 31 Rheuma 20ml","MASOD","0","5","210","210"
"1368","Hylin 100gm TAb","MASOD","0","1","0","600"
"1369","Bioge No 21 ( 20gm )","MASOD","0","5","495","495"
"1370","HR No 79 Rex Mens 20ml","MASOD","0","5","0","150"
"1371","HR No 73 Diureline 20ml","MASOD","0","5","210","170"
"1372","HR No 4 Rhenicine 20ml","MASOD","0","5","210","210"
"1373","HR No 37 Hystrofen 20ml","MASOD","0","5","210","170"
"1374","Alfalfa Plus S / Free 120ml","MASOD","0","15","270","150"
"1375","HR No 63 Papillomata 20ml","MASOD","0","5","210","170"
"1376","HR No 42 Veinohaem 20ml","MASOD","0","10","210","150"
"1377","Kaliumpron Plus 100gm Tab","MASOD","0","5","0","360"
"1378","HR No 10 Tonsitec 20ml","MASOD","0","6","170","170"
"1379","HR No 80 Immu - Step 20ml","MASOD","0","5","210","160"
"1380","HR No 76 Colitisuls 20ml","MASOD","0","5","210","170"
"1381","Andro Tone 120ml Syp","MASOD","0","5","260","260"
"1382","HR No 38 Toxina 20ml","MASOD","0","5","210","150"
"1383","HR No 64 Catcom 20ml","MASOD","0","5","210","150"
"1384","Fallacy ST 20Cap","Clinic","0","10","1075","0"
"1385","12 Nat Phos 20ml ","HFP","0","20","170","145"
"1386"," R-29 Theridon","RECK","0","5","980","980"
"1387","Calc Flore 30","MASOD","0","5","280","230"
"1388","Echinacea Q (F Class)","MASOD","0","5","570","430"
"1389","Mitty Chor 120ml SYP","BL","0","25","160","200"
"1390","Ashwagandha Q ( C Class )","RECK","0","5","1500","1500"
"1391","Calc Carb 200 (Shwabe)","Shwabe","0","5","820","680"
"1392","Gelesimium 200","Shwabe","0","5","820","680"
"1393","Coffea 200 (Shwabe)","Shwabe","0","5","230","680"
"1394","Anacardium 30 (Shwabe)","Shwabe","0","5","750","620"
"1395","Avena Sativa Q A Class","MASOD","0","5","210","0"
"1396","Chelidonium Q ( C Class )","MASOD","0","5","340","0"
"1397","BioCom No 5 30gms Tab","PBHL","0","5","220","200"
"1398","BioCom No ( 8 ) 30gms Tab","PBHL","0","5","220","220"
"1399","BioCom No ( 9 ) 30gms Tab","PBHL","0","5","0","220"
"1400","BioCom No ( 10 ) 30gms Tab","PBHL","0","5","220","220"
"1401","BioCom No ( 11 ) 30gms Tab","PBHL","0","5","220","220"
"1402","BioCom No ( 13 ) 30gms Tab","PBHL","0","5","220","220"
"1403","BioCom No ( 14 ) 30gms Tab","PBHL","0","5","0","220"
"1404","BioCom No ( 18 ) 30gms Tab","PBHL","0","5","0","220"
"1405","BioCom No ( 19 ) 30gms Tab","PBHL","0","5","220","220"
"1406","BioCom No ( 22 ) 30gms Tab","PBHL","0","5","0","220"
"1407","Calendula Q ( C ) Class","MASOD","0","5","340","0"
"1408","Secale Corr 30 ","MASOD","0","5","230","230"
"1409","Pulsatilla 200","MASOD","0","5","280","0"
"1410","Silicea 6X","MASOD","0","5","250","200"
"1411","Vesicaria Q St","Clinic","0","5","995","0"
"1412","Ell Serum 30","MASOD","0","5","230","0"
"1413","Calc Flour 6X 30gm (Brooks)","PBHL","0","6","230","230"
"1414","Collinsonia Q (Shwabe)","Shwabe","0","5","995","995"
"1415","Berberis Vulg Q (Shwabe)","Shwabe","0","25","1250","1250"
"1416","Calc Flour 6X (Shwabe)","Shwabe","0","10","750","635"
"1417","Arg Nit 30","MASOD","0","5","230","0"
"1418","Berbaris Velg  Q","MASOD","0","10","340","340"
"1419","Sarsaparilla Q (BM)","MASOD","0","10","250","0"
"1420","Silicea 1M","MASOD","0","10","290","0"
"1421","Cydonia Velg Q (Shwabe)","Shwabe","0","5","995","995"
"1422","Anacadium 30","MASOD","0","5","0","230"
"1423","Belladona 200 (Shwabe)","Shwabe","0","10","820","680"
"1424","Marter Cap","Eagle","0","10","220","220"
"1425","Havert Tab","Eagle","0","10","220","220"
"1426","Reumatac Tab","Eagle","0","10","230","210"
"1427","Azma Nill Tab","Eagle","0","10","220","220"
"1428","Allerjin Tab","Eagle","0","10","250","250"
"1429","Pain Tac Tab","Eagle","0","10","0","210"
"1430","Suranjan D.S Cap","Eagle","0","10","0","110"
"1431","Cicuta Vir 200","MASOD","0","5","230","0"
"1432","Agaricus Mus 200","MASOD","0","10","230","0"
"1433","6 Gerosal Drops","BHP","0","10","140","140"
"1434","RhumatoX Drops","BHP","0","5","0","140"
"1435","21 Tonsil Drops","BHP","0","5","0","140"
"1436","B-TF Tablets","BHP","0","10","220","220"
"1437","Opium 30 30ml","MASOD","0","5","280","230"
"1438","Iodium 30 30ml","MASOD","0","10","280","0"
"1439","Herit Beauty Cream ","Clinic","0","10","350","0"
"1440","Herite Beauty Soap","Clinic","0","12","150","150"
"1441","Chaledonium Q","MASOD","0","5","340","0"
"1442","L No - 104","Clinic","0","5","980","0"
"1443","Khoon Safi 60ml","NP","Drops","5","175","220"
"1444","Colic-Grip 30ml","NP","0","5","0","130"
"1445","Energy 60ml","NP","0","5","0","200"
"1446","Hepa-Safe 60ml","NP","0","5","200","200"
"1447","CalCuli Renal 30ml","NP","0","25","170","17"
"1448","Passi Valerina 30ml","NP","0","5","170","170"
"1449","Rau-Vasicum 30ml","NP","0","5","0","170"
"1450","SYZ Cephlandra 30ml","NP","0","170","0","170"
"1451","Avena Ginko 30ml","NP","0","5","170","170"
"1452","Mintha Pep 120ml SYP","NP","0","10","150","150"
"1453","Cough X 120ml SYP","NP","0","5","150","150"
"1454","Carbo-Pep 30Tab","NP","0","40","150","150"
"1455","Egiolax Plus 30Tab","NP","0","5","150","150"
"1456","1-Sinusitis 100Tab","NP","0","5","160","160"
"1457","2-Tonsillitis 100Tab","NP","0","5","160","160"
"1458","3-Piles 100Tab","NP","0","5","160","160"
"1459","4-Skindisorder 100Tabs","NP","0","5","190","190"
"1460","5-Liver Disorder 100Tabs","NP","0","5","160","160"
"1461","7-Cough Catarrh 100 Tabs","NP","0","5","160","160"
"1462","8-Depression & Tension 100 Tabs","NP","0","5","160","160"
"1463","9-Menstural Disorder 100Tabs","NP","0","5","0","160"
"1464","10-Hepatitis 100 Tabs","NP","0","5","190","190"
"1465","11-Infactions 100 Tabs","NP","0","5","160","190"
"1466","13-Acne Pimpls 100 Tabs","NP","0","5","160","160"
"1467","21-Low Blood Pressure 100 Tabs","NP","0","5","160","190"
"1468","22-Bed Wetting 100 Tabs","NP","0","5","0","160"
"1469","23-Brain Tonic 100 Tabs","NP","0","5","190","160"
"1470","24-Easy Parturation 100 Tabs","NP","0","5","190","160"
"1471","25-Natural Height 100 Tabs","NP","0","5","160","160"
"1472","27-Sawpal Beauty 100 Tabs","NP","0","5","190","160"
"1473","28-Danti Care 100 Tabs","NP","0","5","0","160"
"1474","29-Built-up 100 Tabs","NP","0","5","160","160"
"1475","30-Obesity 100 Tabs","NP","0","5","0","160"
"1476","26-Allergic Bronchitis 100 Tabs","NP","0","5","160","190"
"1477","Monos 5 Tabs","NP","0","5","175","175"
"1478","15-Fever 100 Tabs","NP","0","5","0","160"
"1479","16-Homoeopathic Vitamins 100 Tab","NP","0","5","190","190"
"1480","17-Easy Detition 100 Tabs","NP","0","5","160","160"
"1481","18-Diarrhoea 100 Tabs","NP","0","5","0","160"
"1482","19-Falling of Hairs 100 Tabs","NP","0","5","160","160"
"1483","20-Unwanted Facial Hairs 100 Tabs","NP","0","5","160","160"
"1484","12-High Blood Pressure 100 Tabs","NP","0","5","190","190"
"1485","14- Diabetes 100 Tabs","NP","0","5","160","160"
"1486","Egiolax Plus Jar Pack 850Tab","NP","0","3","2000","2300"
"1487","Carbo-Pep Jar Pack 850 Tab","NP","0","2","2150","2400"
"1488","Stomey 30Cap","Clinic","0","5","425","425"
"1489","Arnica Mont 200 30ml","MASOD","0","10","280","230"
"1490","2 Grain Orang Colour Diskettes","MASOD","0","5","280","0"
"1491","2 Grain Green Colour Diskettes","MASOD","0","5","280","210"
"1492","4 Grain Oval Rose Colour Diskettes","MASOD","0","5","170","0"
"1493","Ginkgo Vit Oral (Ampoule)","PBHL","0","10","850","850"
"1494","Nux Vomica 200 30ml","MASOD","0","10","280","230"
"1495","China Off 30 (30ml)","MASOD","0","5","280","0"
"1496","China Off 200 (30ml)","MASOD","0","5","280","0"
"1497","Berbaris Aqi 200 (30ml)","MASOD","0","5","230","0"
"1498","Belladona 200 (30ml)","MASOD","0","5","280","0"
"1499","Ipecacuanha 200 (30ml)","MASOD","0","5","230","0"
"1500","Asoka Q 30ml","MASOD","0","5","270","0"
"1501","Limnna Minor 30","MASOD","0","5","280","0"
"1502","Bacopa Monnieri  Q (30ml) ( C Class )","MASOD","0","5","280","280"
"1503","Ideal Groth corse","PBHL","0","5","750","640"
"1504","Slim Tab ( 21 Tabs)","Clinic","0","5","675","0"
"1505","Fucus Q ","Shwabe","0","10","995","995"
"1506","Millefolium Q","Clinic","0","5","995","0"
"1507","Assculus 3","Clinic","0","5","995","0"
"1508","N-Gasik 20Tabs ","NazZ","Tablet","20","240","240"
"1509","N-Gaisk 100Tabs","NazZ","Tablets","10","400","400"
"1510","Cheaston 30 Cap ","Al S","Capsule","20","360","360"
"1511","Arnica Mont 1M ( BM )","BM","0","5","100","240"
"1512","Bacillinum 1M (BM )","BM","0","2","250","240"
"1513","Barium Carb 1M (BM)","BM","0","2","250","240"
"1514","Calc Fluor 1M (BM)","BM","0","2","250","240"
"1515","Calc Sulf 1M (BM)","BM","0","2","250","240"
"1516","Colocynthis 1M (BM)","BM","0","2","0","240"
"1517","Conium 1M (BM)","BM","0","2","250","240"
"1518","Hepar Sulf 1M (BM)","BM","0","2","250","240"
"1519","Hypericum 1M (BM)","BM","0","2","250","240"
"1520","Iodium 1M (BM)","BM","0","2","250","250"
"1521","Kali Iodatum 1M (BM)","BM","0","2","0","240"
"1522","Kali Phos 1M (BM)","BM","0","2","250","250"
"1523","Lycopodium 1M (BM)","BM","0","2","100","240"
"1524","Meg Phos 1M (BM)","BM","0","2","0","240"
"1525","Medorrhinum 1M (BM)","BM","0","2","250","240"
"1526","Merc Sol 1M (BM)","BM","0","2","250","240"
"1527","Myristica Sebif 1M (BM)","BM","0","2","250","240"
"1528","Nat Sulf 1M (BM)","BM","0","2","0","240"
"1529","Nux Vomica 1M (BM)","BM","0","2","100","240"
"1530","Onosmodium Virg 1M (BM)","BM","0","2","250","240"
"1531","Posorinum 1M (BM)","BM","0","2","250","240"
"1532","Rhus Tox 1M (BM)","BM","0","2","250","240"
"1533","Selenium 1M (BM) ","BM","0","2","250","240"
"1534","Silicea 1M (BM)","BM","0","2","290","240"
